sample,id_gene,camp_lodi,camp_lut,camp_verb,lodi_lut,lodi_verb,lut verb
646,SinmeB_5993,,,,,,
647,SinmeB_6024,,,,,,
648,SinmeB_6048,,,,,,
649,SinmeB_6050,,,,,,
650,SinmeB_6170,,,,,,
651,SinmeB_6171,,,,,,
652,SinmeB_6269,,,,,,
653,SinmeB_6473,,,,,,
654,SM2011_c02755,,,,,,
655,SM2011_c02582,,,,,,
656,SM2011_c02583,,,,,,
657,SM2011_c02594,,,,,,
658,SM2011_c04146,,,,,,
659,SM2011_c02857,,,,,,
660,SM2011_c02871,,,,,,
661,SM2011_c00325,,,,,,
662,SM2011_c00335,,,,,,
663,SM2011_c00345,,,,,,
664,SM2011_c00364,,,,,,
665,SM2011_c00365,,,,,,
666,SM2011_c01109,,,,,,
667,SM2011_c01104,,,,,,
668,SM2011_c01095,,,,,,
669,SM2011_c01723,,,,,,
670,SM2011_c02254,,,,,,
671,SM2011_c02277,,,,,,
672,SM2011_c02282,,,,,,
673,SM2011_c02324,,,,,,
674,SM2011_c03004,,,,,,
675,SM2011_c03007,,,,,,
676,SM2011_c03008,,,,,,
677,SM2011_c03009,,,,,,
678,SM2011_c03010,,,,,,
679,SM2011_c03012,,,,,,
680,SM2011_c03014,,,,,,
681,SM2011_c03019,,,,,,
682,SM2011_c03020,,,,,,
683,SM2011_c03021,,,,,,
684,SM2011_c03022,,,,,,
685,SM2011_c03023,,,,,,
686,SM2011_c03024,,,,,,
687,SM2011_c03025,,,,,,
688,SM2011_c03026,,,,,,
689,SM2011_c03027,,,,,,
690,SM2011_c03028,,,,,,
691,SM2011_c03029,,,,,,
692,SM2011_c03030,,,,,,
693,SM2011_c03031,,,,,,
694,SM2011_c03032,,,,,,
695,SM2011_c03033,,,,,,
696,SM2011_c03034,,,,,,
697,SM2011_c03035,,,,,,
698,SM2011_c03039,,,,,,
699,SM2011_c03040,,,,,,
700,SM2011_c03041,,,,,,
701,SM2011_c03042,,,,,,
702,SM2011_c03044,,,,,,
703,SM2011_c03046,,,,,,
704,SM2011_c03047,,,,,,
705,SM2011_c03048,,,,,,
706,SM2011_c03049,,,,,,
707,SM2011_c03050,,,,,,
708,SM2011_c03051,,,,,,
709,SM2011_c03052,,,,,,
710,SM2011_c03071,,,,,,
711,SM2011_c03072,,,,,,
712,SM2011_c03057,,,,,,
713,SM2011_c00765,,,,,,
714,SM2011_c00801,,,,,,
715,SM2011_c00815,,,,,,
716,SM2011_c00816,,,,,,
717,SM2011_c00818,,,,,,
718,SM2011_c00913,,,,,,
719,SM2011_c00912,,,,,,
720,SM2011_c00986,,,,,,
721,SM2011_c00982,,,,,,
722,SM2011_c00084,,,,,,
723,SM2011_c00088,,,,,,
724,SM2011_c00097,,,,,,
725,SM2011_c02648,,,,,,
726,SM2011_c00565,,,,,,
727,SM2011_c00611,,,,,,
728,SM2011_c01788,,,,,,
729,SM2011_c01804,,,,,,
730,SM2011_c01812,,,,,,
731,SM2011_c01907,,,,,,
732,SM2011_c01333,,,,,,
733,SM2011_c01319,,,,,,
734,SM2011_c01314,,,,,,
735,SM2011_c01313,,,,,,
736,SM2011_c01312,,,,,,
737,SM2011_c01311,,,,,,
738,SM2011_c01309,,,,,,
739,SM2011_c01308,,,,,,
740,SM2011_c01307,,,,,,
741,SM2011_c01306,,,,,,
742,SM2011_c01304,,,,,,
743,SM2011_c01302,,,,,,
744,SM2011_c01301,,,,,,
745,SM2011_c01300,,,,,,
746,SM2011_c01299,,,,,,
747,SM2011_c01297,,,,,,
748,SM2011_c01296,,,,,,
749,SM2011_c01295,,,,,,
750,SM2011_c01294,,,,,,
751,SM2011_c01293,,,,,,
752,SM2011_c01292,,,,,,
753,SM2011_c01285,,,,,,
754,SM2011_c01283,,,,,,
755,SM2011_c01010,,,,,,
756,SM2011_c02101,,,,,,
757,SM2011_c02100,,,,,,
758,SM2011_c06500,,,,,,
759,SM2011_c01242,,,,,,
760,SM2011_c01237,,,,,,
761,SM2011_c01215,,,,,,
762,SM2011_c01176,,,,,,
763,SM2011_c00953,,,,,,
764,SM2011_c00485,,,,,,
765,SM2011_c00137,,,,,,
766,SM2011_c04238,,,,,,
767,SM2011_c04307,,,,,,
768,SM2011_c04325,,,,,,
769,SM2011_c04163,,,,,,
770,SM2011_c04171,,,,,,
771,SM2011_c04172,,,,,,
772,SM2011_c04180,,,,,,
773,SM2011_c04182,,,,,,
774,SM2011_c04183,,,,,,
775,SM2011_c04186,,,,,,
776,SM2011_c04187,,,,,,
777,SM2011_c04207,,,,,,
778,SM2011_c04346,,,,,,
779,SM2011_c01448,,,,,,
780,SM2011_c01468,,,,,,
781,SM2011_c01469,,,,,,
782,SM2011_c01622,,,,,,
783,SM2011_c01591,,,,,,
784,SM2011_c02695,,,,,,
785,SM2011_c01497,,,,,,
786,SM2011_c01982,,,,,,
787,SM2011_c01985,,,,,,
788,SM2011_c02345,,,,,,
789,SM2011_c02346,,,,,,
790,SM2011_c02350,,,,,,
791,SM2011_c02433,,,,,,
792,SM2011_c00739,,,,,,
793,SM2011_c00736,,,,,,
794,SM2011_c00676,,,,,,
795,SM2011_c03969,,,,,,
796,SM2011_c03970,,,,,,
797,SM2011_c03983,,,,,,
798,SM2011_c03999,,,,,,
799,SM2011_c04034,,,,,,
800,SM2011_c04040,,,,,,
801,SM2011_c03167,,,,,,
802,SM2011_c03168,,,,,,
803,SM2011_c03172,,,,,,
804,SM2011_c03176,,,,,,
805,SM2011_c03112,,,,,,
806,SM2011_c03107,,,,,,
807,SM2011_c02512,,,,,,
808,SM2011_c02487,,,,,,
809,SM2011_c02485,,,,,,
810,SM2011_c02483,,,,,,
811,SM2011_c02482,,,,,,
812,SM2011_c02481,,,,,,
813,SM2011_c02480,,,,,,
814,SM2011_c02479,,,,,,
815,SM2011_c03244,,,,,,
816,SM2011_c03251,,,,,,
817,SM2011_c03252,,,,,,
818,SM2011_c06990,,,,,,
819,SM2011_c03282,,,,,,
820,SM2011_c03772,,,,,,
821,SM2011_c03773,,,,,,
822,SM2011_c03814,,,,,,
823,SM2011_c03818,,,,,,
824,SM2011_c03859,,,,,,
825,SM2011_c03863,,,,,,
826,SM2011_b20018,,,,,,
827,SM2011_b20047,,,,,,
828,SM2011_b20049,,,,,,
829,SM2011_b20161,,,,,,
830,SM2011_b20246,,,,,,
831,SM2011_b20313,,,,,,
832,SM2011_b20331,,,,,,
833,SM2011_b20454,,,,,,
834,SM2011_b20467,,,,,,
835,SM2011_b20810,,,,,,
836,SM2011_b20829,,,,,,
837,SM2011_b20843,,,,,,
838,SM2011_b22010,,,,,,
839,SM2011_b21066,,,,,,
840,SM2011_b21132,,,,,,
841,SM2011_b21133,,,,,,
842,SM2011_b21227,,,,,,
843,SM2011_b21228,,,,,,
844,SM2011_b21241,,,,,,
845,SM2011_b21245,,,,,,
846,SM2011_b21294,,,,,,
847,SM2011_b21183,,,,,,
848,SM2011_b21311,,,,,,
849,SM2011_b21356,,,,,,
850,SM2011_b21362,,,,,,
851,SM2011_b21566,,,,,,
852,SM2011_b22023,,,,,,
853,SM2011_b21590,,,,,,
854,SM2011_b21597,,,,,,
855,SM2011_b20943,,,,,,
856,SM2011_b20954,,,,,,
857,SM2011_b20956,,,,,,
858,SM2011_b20968,,,,,,
859,SM2011_b20975,,,,,,
860,SM2011_b20991,,,,,,
861,SM2011_b20992,,,,,,
862,SM2011_b20859,,,,,,
863,SM2011_b20872,,,,,,
864,SM2011_b21403,,,,,,
865,SM2011_b21414,,,,,,
866,SM2011_b21445,,,,,,
867,SM2011_b21456,,,,,,
868,SM2011_b21470,,,,,,
869,SM2011_b21493,,,,,,
870,SM2011_b21504,,,,,,
871,SM2011_b20724,,,,,,
872,SM2011_b20725,,,,,,
873,SM2011_b20726,,,,,,
874,SM2011_b20745,,,,,,
875,SM2011_b20746,,,,,,
876,SM2011_b20786,,,,,,
877,SM2011_b20570,,,,,,
878,SM2011_b20571,,,,,,
879,SM2011_b21691,,,,,,
880,SM2011_b20573,,,,,,
881,SM2011_b20575,,,,,,
882,SM2011_b20600,,,,,,
883,SM2011_b21635,,,,,,
884,SinmeB_5077,,,,,,
885,SinmeB_5082,,,,,,
886,SinmeB_5153,,,,,,
887,SinmeB_5173,,,,,,
888,SinmeB_5224,,,,,,
889,SinmeB_5230,,,,,,
890,SinmeB_5232,,,,,,
891,SinmeB_5234,,,,,,
892,SinmeB_5262,,,,,,
893,SinmeB_5276,,,,,,
894,SinmeB_5316,,,,,,
895,SinmeB_5323,,,,,,
896,SinmeB_5456,,,,,,
897,SinmeB_5495,,,,,,
898,SinmeB_5501,,,,,,
899,SinmeB_5527,,,,,,
900,SinmeB_5536,,,,,,
901,SinmeB_5643,,,,,,
902,SinmeB_5644,,,,,,
903,SinmeB_5646,,,,,,
904,SinmeB_5647,,,,,,
905,SinmeB_5649,,,,,,
906,SinmeB_5650,,,,,,
907,SinmeB_5723,,,,,,
908,SinmeB_5725,,,,,,
909,SinmeB_5742,,,,,,
910,SinmeB_5743,,,,,,
911,SinmeB_5747,,,,,,
912,SinmeB_5749,,,,,,
913,SinmeB_5759,,,,,,
914,SinmeB_5760,,,,,,
915,SinmeB_5761,,,,,,
916,SinmeB_5777,,,,,,
917,SinmeB_5818,,,,,,
918,SinmeB_5820,,,,,,
919,SinmeB_5821,,,,,,
920,SinmeB_5822,,,,,,
921,SinmeB_5823,,,,,,
922,SinmeB_5824,,,,,,
923,SinmeB_5825,,,,,,
924,SinmeB_5826,,,,,,
925,SinmeB_5827,,,,,,
926,SinmeB_5828,,,,,,
927,SinmeB_5985,,,,,,
928,SinmeB_5988,,,,,,
929,SinmeB_5989,,,,,,
930,SinmeB_5991,,,,,,
931,SinmeB_6008,,,,,,
932,SinmeB_6033,,,,,,
933,SinmeB_6060,,,,,,
934,SinmeB_6145,,,,,,
935,SinmeB_6146,,,,,,
936,SinmeB_6147,,,,,,
937,SinmeB_6148,,,,,,
938,SinmeB_6149,,,,,,
939,SinmeB_6151,,,,,,
940,SinmeB_6156,,,,,,
941,SinmeB_6157,,,,,,
942,SinmeB_6158,,,,,,
943,SinmeB_6159,,,,,,
944,SinmeB_6160,,,,,,
945,SinmeB_6161,,,,,,
946,SinmeB_6162,,,,,,
947,SinmeB_6163,,,,,,
948,SinmeB_6164,,,,,,
949,SinmeB_6165,,,,,,
950,SinmeB_6166,,,,,,
951,SinmeB_6168,,,,,,
952,SinmeB_6169,,,,,,
953,SinmeB_6175,,,,,,
954,SinmeB_6182,,,,,,
955,SinmeB_6185,,,,,,
956,SinmeB_6186,,,,,,
957,SinmeB_6188,,,,,,
958,SinmeB_6189,,,,,,
959,SinmeB_6190,,,,,,
960,SinmeB_6195,,,,,,
961,SinmeB_6196,,,,,,
962,SinmeB_6197,,,,,,
963,SinmeB_6198,,,,,,
964,SinmeB_6201,,,,,,
965,SinmeB_6203,,,,,,
966,SinmeB_6204,,,,,,
967,SinmeB_6206,,,,,,
968,SinmeB_6211,,,,,,
969,SinmeB_6269,,,,,,
970,SinmeB_6271,,,,,,
971,SinmeB_6285,,,,,,
972,SinmeB_6291,,,,,,
973,SinmeB_6313,,,,,,
974,SinmeB_6360,,,,,,
975,SinmeB_6430,,,,,,
976,SinmeB_6473,,,,,,
977,SinmeB_6581,,,,,,
978,SinmeB_6622,,,,,,
